"UID","ECONOMIC_ACTIVITY","JOB_DEP","Work_desc","Terms_of_emp","Job_category","JOB_CONDITION","Employer_category","WORKING_HOURS","employee_count","EMOLUMENT"
1094,"MA","06","643a","CDI","O","P","ct_9",970,"tr_2",8807
1096,"KZ","06","376d","CDI","O","C","ct_9",2035,"tr_3",28360
1099,"PZ","06","423b","CDI","O","P","ct_9",890,"tr_0",18159
1100,"QA","06","526b","CDI","O","P","ct_9",1841,"tr_1",25595
1101,"MA","06","461d","CDI","O","C","ct_9",1324,"tr_1",12220
1102,"CA","06","636c","CDI","O","C","ct_6",587,"tr_1",14433
1103,"MA","75","543f","CDI","O","C","ct_9",1484,"tr_1",20998
1106,"QB","06","563b","CDI","O","P","ct_8",1594,"tr_2",12524
1113,"SZ","06","477b","CDI","O","C","ct_9",2056,"tr_1",19227
1116,"GZ","06","462b","CDI","O","C","ct_9",1823,"tr_4",19963
1117,"QA","06","526b","CDI","O","C","ct_6",1820,"tr_1",17318
1119,"CH","06","474c","CDI","O","P","ct_9",72,"tr_1",831
1126,"IZ","06","561f","CDI","O","C","ct_6",659,"tr_2",8399
1128,"QB","06","676e","AUT","X","C","ct_8",1740,"tr_5",7790
1129,"IZ","06","561d","CDI","O","C","ct_9",1983,"tr_3",16423
1131,"CH","06","674d","CDI","O","C","ct_9",2200,"tr_2",28286
1134,"QB","06","561d","APP","A","C","ct_9",1404,"tr_4",5212
1136,"QB","06","435b","CDI","O","C","ct_8",1516,"tr_1",15134
1137,"KZ","06","543h","CDI","O","C","ct_9",1192,"tr_1",17715
1143,"MA","92","372b","AUT","X","C","ct_9",433,"tr_6",3566
1144,"GZ","06","653a","CDI","O","C","ct_9",1820,"tr_1",16832
1146,"JA","77","353c","CDD","O","Y","ct_9",1271,"tr_1",37417
1149,"HZ","13","643a","CDI","O","C","ct_9",1238,"tr_5",13916
1150,"GZ","06","553b","CDI","O","C","ct_9",1844,"tr_6",18006
1151,"FZ","06","671c","CDI","O","C","ct_9",1675,"tr_1",13060
1154,"QB","06","526a","CDI","O","C","ct_8",1900,"tr_3",18036
1161,"JC","06","388c","CDI","O","C","ct_9",1952,"tr_2",33585
1162,"HZ","06","641a","CDI","O","C","ct_9",2076,"tr_5",19860
1164,"NZ","06","433c","CDI","O","C","ct_9",1820,"tr_1",24075
1168,"GZ","38","344d","CDI","O","C","ct_9",1967,"tr_2",48508
1169,"QB","06","526a","CDI","O","C","ct_9",1799,"tr_4",15982
1170,"RZ","06","387f","CDI","O","C","ct_9",1820,"tr_5",31148
1172,"NZ","06","461f","CDI","O","C","ct_9",1684,"tr_1",23023
1173,"RZ","06","435a","CDI","O","C","ct_8",1819,"tr_0",22822
1174,"TZ","06","563c","CDI","O","C","ct_7",358,"tr_1",7478
1180,"IZ","06","636d","CDI","O","C","ct_9",2109,"tr_2",24846
1193,"QA","06","431f","CDI","O","C","ct_9",1982,"tr_6",22017
1194,"GZ","06","551a","CDI","O","C","ct_9",1994,"tr_5",19599
1196,"MA","06","342g","CDI","O","C","ct_9",1820,"tr_1",26407
1198,"IZ","06","561c","CDD","O","C","ct_9",973,"tr_1",7588
1199,"QA","06","526b","CDI","O","P","ct_6",1317,"tr_1",11185
1202,"HZ","06","451a","CDI","O","C","ct_9",1825,"tr_3",19683
1204,"GZ","06","643a","CDI","O","C","ct_6",1769,"tr_1",11076
1209,"GZ","06","554f","CDD","O","C","ct_9",476,"tr_1",5036
1212,"MB","06","544a","CDI","O","C","ct_5",2200,"tr_4",32938
1215,"SZ","06","479b","CDI","O","C","ct_8",2200,"tr_1",43912
1216,"OZ","06","543b","CDI","O","P","ct_8",412,"tr_6",12766
1217,"PZ","06","421a","CDI","O","C","ct_8",1213,"tr_2",8723
1218,"NZ","06","546b","CDI","O","C","ct_9",1774,"tr_3",16929
1219,"IZ","06","561c","CDD","O","P","ct_9",990,"tr_1",13420
1222,"MA","06","387d","CDI","O","C","ct_9",1819,"tr_2",26342
1226,"QA","06","526b","CDI","O","C","ct_9",1735,"tr_4",30990
1231,"MA","92","463b","CDI","O","C","ct_9",1820,"tr_3",24237
1233,"OZ","13","525b","AUT","O","C","ct_2",1819,"tr_6",25655
1234,"QB","06","525d","CDI","O","C","ct_9",1827,"tr_4",14120
1239,"GZ","06","477c","CDI","O","C","ct_6",2028,"tr_1",19166
1243,"HZ","06","642a","CDI","O","C","ct_6",1820,"tr_1",14698
1250,"PZ","06","422b","CDI","O","C","ct_8",2000,"tr_3",27832
1252,"OZ","06","332b","AUT","O","C","ct_2",1820,"tr_5",53936
1253,"QA","06","632k","CDD","O","C","ct_9",315,"tr_5",2636
1254,"GZ","06","543g","CDI","O","C","ct_9",1750,"tr_3",18386
1261,"QB","06","434a","CDI","O","C","ct_8",1820,"tr_3",26582
1262,"JA","75","388a","CDI","O","C","ct_9",1820,"tr_6",45751
1265,"FZ","06","681b","APP","A","C","ct_9",1823,"tr_1",8204
1267,"FZ","06","632a","CDI","O","C","ct_9",405,"tr_1",8152
1272,"DZ","06","485a","CDI","O","C","ct_9",1830,"tr_4",40928
1274,"QB","06","344b","CDI","O","P","ct_9",3000,"tr_4",47223
1275,"FZ","53","632g","CDI","O","C","ct_6",2028,"tr_2",26215
1280,"CH","06","461f","CDI","O","C","ct_9",1793,"tr_5",19317
1281,"QA","06","434d","AUT","O","C","ct_3",1820,"tr_6",20845
1282,"GZ","06","634a","CDI","O","C","ct_9",2077,"tr_1",30867
1284,"GZ","06","534a","CDI","O","C","ct_9",1574,"tr_3",18270
1285,"JC","06","388a","CDI","O","C","ct_9",1860,"tr_6",43547
1287,"QB","06","421b","AUT","O","C","ct_8",1988,"tr_3",32760
1294,"KZ","06","543c","CDI","O","C","ct_9",1820,"tr_1",16176
1295,"IZ","06","561d","CDI","O","C","ct_9",2028,"tr_1",17901
1296,"GZ","13","388c","CDI","O","C","ct_9",2069,"tr_4",43749
1298,"PZ","06","422e","CDI","O","P","ct_8",1408,"tr_2",15135
1299,"LZ","06","534a","CDI","O","C","ct_5",202,"tr_6",2700
1301,"GZ","06","462b","CDI","O","C","ct_9",1884,"tr_5",22881
1302,"SZ","06","424a","CDI","O","C","ct_9",1820,"tr_1",22595
1306,"GZ","06","652a","CDI","O","C","ct_9",1820,"tr_2",19814
1312,"TZ","06","563c","CDI","O","C","ct_7",934,"tr_0",6578
1313,"JC","69","374a","CDI","O","C","ct_9",2420,"tr_1",69555
1314,"NZ","06","551a","TTP","O","P","ct_9",141,"tr_1",1370
1316,"PZ","06","423b","CDI","O","C","ct_1",1827,"tr_6",20304
1319,"IZ","06","561b","CDI","O","C","ct_9",785,"tr_2",5848
1324,"FZ","31","376g","CDI","O","C","ct_9",1820,"tr_2",72570
1325,"HZ","06","641a","CDI","O","P","ct_9",1161,"tr_3",10264
1327,"LZ","06","463e","CDI","O","C","ct_9",1183,"tr_0",10007
1328,"PZ","06","423b","CDI","O","C","ct_1",1820,"tr_5",20791
1330,"JC","06","388c","CDI","O","C","ct_9",2200,"tr_6",64283
1332,"HZ","06","451a","CDI","O","C","ct_9",1833,"tr_6",17230
1333,"IZ","06","561c","CDI","O","C","ct_9",293,"tr_1",2313
1335,"CJ","06","477b","CDI","O","C","ct_9",1822,"tr_4",17062
1336,"PZ","06","341a","TOA","O","C","ct_1",1671,"tr_5",19947
1339,"FZ","06","632g","CDI","O","C","ct_9",1610,"tr_1",17451
1340,"NZ","06","564a","CDI","O","C","ct_8",868,"tr_1",8044
1341,"QB","06","525d","CDI","O","C","ct_8",1835,"tr_4",15970
1350,"QB","06","434a","CDI","O","C","ct_8",2487,"tr_4",35227
1351,"CL","06","384b","CDI","O","C","ct_9",1819,"tr_6",47251
1353,"QA","06","542a","CDI","O","C","ct_8",1820,"tr_1",17684
1354,"QA","06","526b","CDI","O","P","ct_6",1727,"tr_1",16614
1360,"IZ","06","561d","CDI","O","P","ct_9",789,"tr_4",6298
1365,"FZ","06","542a","CDI","O","C","ct_9",1817,"tr_3",21725
1367,"GZ","06","554e","CDI","O","C","ct_9",1809,"tr_4",18613
1371,"MA","06","542a","CDI","O","P","ct_6",948,"tr_1",12728
1372,"NZ","06","543g","CDI","O","C","ct_9",1611,"tr_5",19315
1373,"JC","92","372c","CDI","O","P","ct_9",408,"tr_5",7634
1375,"NZ","06","564a","CDI","O","C","ct_8",1914,"tr_1",16408
1376,"GZ","06","543g","CDI","O","C","ct_9",2044,"tr_3",17862
1380,"GZ","06","554e","CDI","O","P","ct_9",976,"tr_1",8435
1384,"EZ","06","372e","CDI","O","C","ct_5",1706,"tr_6",36063
1389,"PZ","06","423b","CDI","O","C","ct_9",1213,"tr_1",13692
1394,"QB","06","461f","CDI","O","C","ct_8",1572,"tr_1",19066
1395,"NZ","06","477c","CDI","O","C","ct_9",374,"tr_3",9822
1397,"HZ","06","451a","CDI","O","C","ct_9",1821,"tr_6",25596
1403,"GZ","06","374a","CDI","O","P","ct_9",800,"tr_1",6301
1404,"NZ","06","564a","CDI","O","P","ct_8",589,"tr_1",4584
1405,"JC","06","373b","CDI","O","C","ct_9",1463,"tr_4",24203
1409,"FZ","06","481b","CDI","O","C","ct_9",1575,"tr_4",31535
1412,"OZ","06","434g","AUT","O","C","ct_2",1827,"tr_6",20679
1420,"TZ","06","563c","CDI","O","C","ct_7",358,"tr_1",7363
1423,"QA","06","431f","CDI","O","C","ct_9",2029,"tr_6",29793
1424,"FZ","06","621a","CDI","O","C","ct_9",1820,"tr_4",16726
1430,"TZ","06","563c","CDI","O","C","ct_7",339,"tr_1",4804
1437,"HZ","06","534a","CDI","O","C","ct_9",1820,"tr_3",25333
1442,"GZ","06","433d","CDI","O","C","ct_9",1820,"tr_1",20913
1446,"LZ","06","542a","CDI","O","P","ct_9",900,"tr_1",10469
1451,"FZ","06","632a","CDI","O","C","ct_9",1863,"tr_1",25258
1457,"QA","06","433a","CDI","O","C","ct_9",1861,"tr_2",23464
1458,"SZ","06","352a","CDI","O","C","ct_8",1820,"tr_3",25337
1462,"OZ","06","472d","CDD","O","C","ct_2",1858,"tr_6",21776
1463,"MA","06","526b","CDI","O","C","ct_9",2200,"tr_1",26994
1464,"IZ","06","636d","CDD","O","C","ct_9",1212,"tr_1",21496
1468,"GZ","92","463d","CDI","O","C","ct_9",1801,"tr_6",30933
1475,"MA","06","384a","CDI","O","C","ct_9",1711,"tr_5",69002
1477,"PZ","06","423b","CDI","O","C","ct_9",1975,"tr_2",23250
1478,"PZ","38","422b","AUT","O","C","ct_1",1820,"tr_5",26172
1481,"CB","06","463b","CDI","O","C","ct_9",1595,"tr_1",20093
1483,"PZ","06","421b","AUT","O","C","ct_2",607,"tr_2",4471
1485,"SZ","06","564b","CDI","O","C","ct_8",1823,"tr_4",18389
1486,"JA","06","465c","CDI","O","C","ct_9",1989,"tr_6",37810
1488,"PZ","06","421b","CDI","O","C","ct_8",1820,"tr_2",20944
1492,"FZ","06","372c","CDI","O","C","ct_9",1820,"tr_4",30903
1494,"KZ","06","376d","CDI","O","C","ct_9",2118,"tr_1",38033
1495,"CI","06","461f","APP","A","C","ct_9",1781,"tr_6",13065
1499,"FZ","06","632a","CDI","O","C","ct_9",1811,"tr_4",19478
1503,"QB","06","488a","CDI","O","C","ct_9",2102,"tr_3",23344
1504,"MA","06","388a","CDI","O","C","ct_9",1745,"tr_1",47878
1506,"GZ","06","653a","CDI","O","C","ct_9",1827,"tr_2",15455
1510,"CE","06","461f","CDI","O","C","ct_9",1806,"tr_4",29130
1511,"GZ","06","553b","TOA","O","Y","ct_9",244,"tr_5",6920
1512,"OZ","06","434b","CDI","O","C","ct_5",2200,"tr_3",52235
1514,"PZ","06","421b","CDI","O","C","ct_8",1820,"tr_2",25390
1516,"LZ","06","463e","CDI","O","C","ct_9",1820,"tr_1",27895
1517,"DZ","06","485a","CDI","O","C","ct_9",1971,"tr_3",21188
1520,"RZ","06","435b","CDI","O","C","ct_8",1819,"tr_0",19098
1524,"CC","06","543f","CDI","O","C","ct_9",1505,"tr_2",24096
1528,"GZ","06","554g","CDI","O","C","ct_6",1923,"tr_1",17480
1538,"GZ","06","643a","CDI","O","C","ct_6",2028,"tr_1",19494
1540,"NZ","06","534a","CDI","O","C","ct_6",1784,"tr_3",22398
1541,"RZ","06","543g","CDI","O","C","ct_9",1820,"tr_3",20015
1544,"RZ","06","435b","CDD","X","F","ct_8",703,"tr_3",7146
1547,"EZ","06","372a","CDI","O","C","ct_9",1828,"tr_5",46889
1548,"QB","06","526d","CDI","O","C","ct_9",1660,"tr_4",15567
1549,"GZ","38","554e","CDD","O","C","ct_9",629,"tr_0",10182
1550,"CE","06","652a","CDI","O","C","ct_9",1910,"tr_2",17113
1551,"QB","06","676e","CDI","O","P","ct_8",900,"tr_3",3578
1553,"QA","06","543g","CDI","O","C","ct_8",1820,"tr_6",16392
1554,"PZ","06","421b","CDI","O","C","ct_8",1820,"tr_2",20603
1559,"IZ","06","561c","CDI","O","P","ct_6",1252,"tr_1",9374
1561,"HZ","13","333c","CDI","O","C","ct_9",1820,"tr_6",35228
1563,"QA","06","431f","AUT","O","C","ct_3",2209,"tr_6",29889
1566,"NZ","06","534a","CDI","O","C","ct_9",1449,"tr_5",19855
1569,"HZ","06","641b","CDI","O","C","ct_9",1820,"tr_4",23390
1570,"HZ","06","451g","CDI","O","C","ct_2",1820,"tr_6",33274
1574,"NZ","06","631a","CDI","O","C","ct_8",1820,"tr_3",21798
1575,"FZ","06","681a","CDI","O","C","ct_9",1825,"tr_1",16347
1577,"IZ","06","632k","CDI","O","C","ct_9",1820,"tr_4",17771
1578,"GZ","06","333d","CDI","O","P","ct_9",489,"tr_2",8677
1580,"SZ","06","374d","CDI","O","C","ct_8",2028,"tr_1",49917
1584,"MB","06","462e","CDI","O","C","ct_9",2117,"tr_3",26787
1585,"QB","06","526a","CDI","O","C","ct_9",1831,"tr_4",22306
1587,"QB","06","563a","CDI","O","D","ct_7",1082,"tr_1",4576
1588,"MA","12","543b","CDI","O","C","ct_9",1804,"tr_3",22089
1592,"QA","06","526a","CDI","O","C","ct_9",2067,"tr_5",21313
1593,"QB","06","525d","CDI","O","C","ct_8",1915,"tr_1",15882
1595,"QA","06","344a","CDI","O","F","ct_8",442,"tr_1",8217
1597,"CE","06","543g","CDI","O","C","ct_9",1843,"tr_3",17416
1598,"GZ","06","462b","CDI","O","C","ct_9",1791,"tr_3",17832
1599,"MA","06","543b","CDI","O","C","ct_9",1768,"tr_1",19520
1604,"CE","06","652a","CDI","O","C","ct_9",1910,"tr_2",19335
1606,"FZ","06","681a","CDI","O","C","ct_9",1535,"tr_1",11802
1609,"FZ","06","681a","CDI","O","C","ct_9",1793,"tr_3",15032
1610,"HZ","06","642b","CDI","O","C","ct_6",1840,"tr_3",17437
1612,"QB","06","526a","CDI","O","C","ct_8",1601,"tr_2",14256
1613,"GZ","06","552a","CDI","O","P","ct_9",1594,"tr_4",11319
1617,"QA","06","525d","CDI","O","C","ct_8",1873,"tr_6",16424
1628,"MA","06","478a","CDI","O","C","ct_9",1820,"tr_2",27783
1630,"NZ","06","684a","CDI","O","C","ct_9",1890,"tr_2",13799
1633,"IZ","06","423b","CDI","O","P","ct_9",882,"tr_3",6005
1634,"SZ","06","423b","CDI","O","C","ct_8",1793,"tr_4",14919
1635,"NZ","06","543g","CDI","O","C","ct_9",1611,"tr_4",21630
1636,"GZ","06","344d","CDI","O","C","ct_9",1820,"tr_1",45154
1642,"PZ","06","684a","AUT","X","P","ct_8",217,"tr_4",12300
1658,"MB","06","475a","CDI","O","C","ct_9",1820,"tr_6",27007
1664,"GZ","06","554j","CDI","O","P","ct_9",323,"tr_1",7132
1665,"IZ","06","561b","CDI","O","C","ct_9",2011,"tr_4",18085
1667,"SZ","06","637d","CDI","O","C","ct_9",1832,"tr_1",12452
1668,"QA","06","431f","CDI","O","C","ct_8",1831,"tr_5",26167
1671,"GZ","06","463c","CDI","O","C","ct_9",1806,"tr_6",21469
1675,"PZ","06","342c","AUT","O","C","ct_1",2049,"tr_6",16883
1676,"QA","06","526a","CDI","O","C","ct_9",1312,"tr_6",15170
1677,"JC","06","388c","CDI","O","C","ct_9",1785,"tr_2",22135
1678,"RZ","06","542a","CDI","O","C","ct_8",1820,"tr_1",19831
1679,"KZ","06","376c","CDI","O","C","ct_9",1820,"tr_6",37773
1681,"CA","06","554a","CDI","O","C","ct_9",1773,"tr_1",15224
1682,"HZ","06","451g","CDI","O","C","ct_2",1820,"tr_6",32155
1684,"IZ","06","561e","CDI","O","P","ct_9",1320,"tr_3",9331
1688,"JC","06","388a","CDI","O","C","ct_9",1820,"tr_5",26935
1689,"IZ","06","468a","CDI","O","C","ct_9",2028,"tr_2",17145
1690,"FZ","06","632g","CDI","O","C","ct_9",1610,"tr_1",17286
1691,"MA","06","479b","CDI","O","P","ct_9",1753,"tr_3",17576
1692,"TZ","06","563c","CDI","O","C","ct_7",145,"tr_1",4070
1695,"KZ","06","461e","CDD","O","C","ct_9",976,"tr_6",11891
1696,"KZ","06","467a","CDI","O","C","ct_9",2036,"tr_1",31864
1700,"QB","04","526a","CDI","O","P","ct_8",1380,"tr_3",12332
1706,"PZ","06","372d","CDI","O","C","ct_8",1820,"tr_4",16761
1707,"FZ","06","681a","CDI","O","C","ct_9",1823,"tr_2",14771
1713,"CH","91","463b","CDI","O","C","ct_9",1348,"tr_4",21025
1718,"FZ","75","382c","CDI","O","C","ct_9",1994,"tr_4",50153
1719,"NZ","06","564b","CDI","O","C","ct_9",1986,"tr_2",19299
1722,"NZ","77","534a","CDI","O","C","ct_9",1539,"tr_5",15748
1723,"GZ","06","461d","CDI","O","C","ct_9",1820,"tr_1",19686
1725,"GZ","06","554f","TOA","O","C","ct_9",609,"tr_3",8733
1728,"GZ","59","463e","TOA","O","D","ct_9",266,"tr_6",7555
1729,"NZ","06","462e","CDI","O","C","ct_9",2135,"tr_3",20833
1730,"QB","06","434a","CDI","O","P","ct_8",1647,"tr_3",30115
1732,"JC","06","388a","CDI","O","C","ct_6",2200,"tr_3",63725
1741,"GZ","75","463d","CDI","O","C","ct_9",1820,"tr_6",49841
1745,"QA","06","525d","CDI","O","C","ct_9",1854,"tr_6",15520
1753,"MC","13","544a","CDI","O","C","ct_9",1799,"tr_2",25143
1756,"JC","06","374b","CDI","O","C","ct_9",2200,"tr_6",52106
1757,"MA","75","312a","CDI","O","C","ct_6",2028,"tr_1",48225
1762,"CJ","06","676c","CDI","O","C","ct_9",1812,"tr_2",19419
1766,"IZ","06","561b","CDI","O","K","ct_9",365,"tr_4",6377
1770,"MC","06","375a","CDI","O","C","ct_9",1951,"tr_1",28220
1771,"JA","06","478a","CDI","O","C","ct_9",2028,"tr_3",51746
1781,"GZ","06","463e","CDI","O","C","ct_9",1826,"tr_5",49209
1786,"HZ","06","451a","CDI","O","C","ct_9",1954,"tr_6",22238
1788,"IZ","06","468b","CDI","O","C","ct_9",2028,"tr_2",34710
1789,"NZ","06","564a","CDI","O","P","ct_8",678,"tr_1",17298
1794,"LZ","06","524c","CDI","O","P","ct_5",945,"tr_6",10217
1795,"JC","06","374b","CDI","O","P","ct_9",1574,"tr_6",39998
1798,"HZ","06","333c","CDI","O","C","ct_9",1820,"tr_1",30039
1802,"DZ","06","485a","CDI","O","C","ct_9",1830,"tr_4",44648
1804,"QA","06","431f","CDI","O","C","ct_3",758,"tr_6",7747
1807,"QA","06","526e","CDI","O","C","ct_9",2200,"tr_1",19918
1809,"QA","06","431f","CDI","O","P","ct_8",909,"tr_6",14725
1811,"HZ","06","333c","CDI","O","C","ct_9",1820,"tr_6",27542
1812,"HZ","06","461b","CDI","O","C","ct_9",1814,"tr_5",25393
1813,"GZ","06","462c","CDI","O","P","ct_9",1040,"tr_1",11572
1821,"NZ","06","534a","CDI","O","C","ct_9",1721,"tr_5",17293
1826,"QA","06","433a","CDI","O","C","ct_9",1819,"tr_4",23328
1828,"KZ","83","467a","CDI","O","C","ct_9",1820,"tr_1",37855
1829,"NZ","06","651a","CDI","O","C","ct_9",1840,"tr_3",17234
1831,"FZ","06","632a","CDI","O","C","ct_9",1799,"tr_1",27003
1836,"GZ","06","554e","CDI","O","C","ct_9",816,"tr_3",7077
1838,"IZ","06","561c","CDI","O","C","ct_9",488,"tr_3",7874
1840,"NZ","06","386b","CDI","O","C","ct_9",1826,"tr_4",54349
1842,"IZ","06","561f","CDI","O","P","ct_9",862,"tr_2",7912
1851,"QB","06","526a","CDI","O","C","ct_9",1828,"tr_4",20743
1857,"NZ","06","564a","CDI","O","C","ct_8",2200,"tr_1",25005
1869,"OZ","06","525a","AUT","O","C","ct_2",1775,"tr_4",21164
1871,"HZ","06","621f","CDI","O","P","ct_2",316,"tr_6",3119
1872,"PZ","06","341a","CDI","O","C","ct_8",1820,"tr_4",28472
1874,"FZ","06","543b","CDI","O","C","ct_9",1571,"tr_2",18973
1877,"QA","06","526b","CDI","O","P","ct_6",1234,"tr_1",9169
1881,"GZ","06","554b","CDI","O","C","ct_9",1922,"tr_4",26919
1886,"OZ","06","621f","AUT","O","C","ct_2",1820,"tr_6",25073
1892,"FZ","06","472c","CDI","O","C","ct_9",1833,"tr_2",34782
1904,"QB","06","431f","CDI","O","P","ct_9",653,"tr_2",10974
1905,"PZ","06","372d","CDI","O","C","ct_8",1820,"tr_3",28827
1907,"HZ","06","546d","CDI","O","P","ct_9",1374,"tr_6",35594
1910,"MA","92","463c","CDI","O","C","ct_9",1827,"tr_6",37406
1911,"MA","06","631a","CDI","O","C","ct_9",2000,"tr_2",20025
1912,"GZ","06","433d","APP","A","C","ct_9",1841,"tr_2",14382
1917,"QB","06","525d","CDI","O","C","ct_9",1820,"tr_1",20534
1920,"FZ","06","681a","CDI","O","C","ct_9",125,"tr_1",1328
1924,"HZ","06","451a","CDI","O","C","ct_9",1909,"tr_2",24913
1931,"KZ","06","373d","CDI","O","C","ct_9",2594,"tr_1",67263
1932,"EZ","06","684b","CDI","O","C","ct_9",1820,"tr_3",25952
1933,"HZ","06","466c","CDI","O","P","ct_9",1607,"tr_6",32208
1935,"FZ","06","373c","CDI","O","C","ct_9",3000,"tr_2",61672
1937,"HZ","06","333c","CDI","O","C","ct_9",1808,"tr_6",45709
1941,"HZ","94","373d","CDI","O","C","ct_9",1813,"tr_5",66064
1942,"QA","06","526b","CDI","O","P","ct_6",1248,"tr_1",17745
1945,"CE","06","674a","CDI","O","C","ct_9",1819,"tr_6",19250
1947,"QB","06","563b","CDI","O","F","ct_7",140,"tr_1",1971
1949,"MA","06","543e","CDI","O","C","ct_9",1935,"tr_2",23634
1950,"RZ","06","424a","CDI","O","C","ct_8",1819,"tr_3",17070
1955,"KZ","06","467b","CDI","O","C","ct_5",1824,"tr_5",43722
1956,"CL","06","479b","APP","A","C","ct_9",464,"tr_6",6282
1958,"FZ","06","481b","CDI","O","C","ct_9",1046,"tr_5",19816
1959,"GZ","06","554e","CDD","O","C","ct_9",1939,"tr_1",22631
1961,"PZ","06","541b","CDI","O","P","ct_9",1299,"tr_1",11342
1962,"QB","06","526a","CDI","O","C","ct_9",2219,"tr_4",20876
1968,"GZ","06","634c","CDI","O","C","ct_9",1812,"tr_4",24790
1969,"IZ","06","468a","CDI","O","C","ct_9",1797,"tr_1",27022
1974,"NZ","06","684a","CDI","O","P","ct_9",1237,"tr_6",10914
1979,"QA","06","433a","CDI","O","C","ct_9",1750,"tr_1",16496
1986,"CC","06","476a","CDI","O","C","ct_9",1820,"tr_1",28230
1989,"OZ","06","523b","AUT","O","C","ct_1",1820,"tr_6",27333
1992,"PZ","06","422b","CDI","O","C","ct_8",1820,"tr_4",23944
1995,"HZ","06","466c","CDI","O","C","ct_9",1858,"tr_1",29091
1998,"GZ","06","554e","CDI","O","C","ct_9",2500,"tr_3",55159
2001,"CF","06","653a","CDI","O","C","ct_9",1827,"tr_6",24165
2005,"QA","06","526a","CDI","O","C","ct_8",1827,"tr_6",20471
2006,"HZ","06","546c","CDI","O","C","ct_9",2158,"tr_3",20755
2009,"IZ","06","534a","CDD","O","C","ct_9",633,"tr_1",20509
2014,"FZ","06","632f","CDI","O","C","ct_9",1833,"tr_1",22455
2017,"HZ","06","333c","CDI","O","C","ct_9",1820,"tr_6",47488
2024,"QB","06","563b","CDI","O","P","ct_9",1190,"tr_3",9993
2026,"FZ","06","633a","APP","A","C","ct_6",1213,"tr_0",1311
2027,"HZ","06","641b","CDI","O","P","ct_9",1200,"tr_1",9995
2028,"GZ","06","462b","CDI","O","C","ct_9",2330,"tr_1",37781
2039,"RZ","06","424a","CDI","O","C","ct_9",1991,"tr_1",16032
2040,"MA","06","472a","CDI","O","C","ct_9",1773,"tr_3",26118
2043,"NZ","06","541b","CDI","O","P","ct_9",451,"tr_5",5705
2044,"MA","06","388d","CDI","O","C","ct_9",1806,"tr_3",37662
2049,"PZ","06","342c","CDI","O","P","ct_8",1061,"tr_5",59227
2050,"QA","06","526a","AUT","O","C","ct_3",1820,"tr_6",22200
2052,"PZ","06","422b","CDI","O","C","ct_8",1799,"tr_1",22647
2053,"NZ","06","684a","CDI","O","P","ct_9",993,"tr_6",6924
2055,"QA","06","684a","CDI","O","P","ct_9",2465,"tr_1",29125
2057,"CG","06","542a","CDI","O","P","ct_9",1664,"tr_2",19923
2061,"CE","06","477a","CDI","O","P","ct_9",1480,"tr_6",29203
2062,"CL","06","384b","CDI","O","C","ct_9",1819,"tr_6",69558
2068,"MB","06","373d","CDI","O","C","ct_9",2200,"tr_4",65439
2073,"GZ","06","676c","CDI","O","C","ct_9",1853,"tr_2",22071
2076,"FZ","06","543b","CDI","O","C","ct_9",1571,"tr_2",21292
2083,"TZ","06","563c","CDI","O","C","ct_7",824,"tr_1",29009
2088,"CG","06","624f","CDI","O","C","ct_9",2034,"tr_3",26782
2094,"GZ","13","463c","CDI","O","C","ct_9",754,"tr_4",12135
2097,"FZ","06","681b","CDI","O","C","ct_6",1996,"tr_1",23533
2099,"QB","06","525d","CDI","O","C","ct_9",1952,"tr_4",16301
2101,"OZ","06","543h","AUT","X","P","ct_1",522,"tr_4",9726
2106,"NZ","06","564a","CDI","O","C","ct_8",1820,"tr_1",20318
2108,"FZ","06","681b","CDI","O","C","ct_9",980,"tr_1",10606
2116,"MA","06","387b","CDI","O","C","ct_9",1820,"tr_3",41099
2117,"GZ","06","554e","CDI","O","C","ct_9",2012,"tr_1",39078
2119,"GZ","06","372c","CDI","O","C","ct_9",1819,"tr_6",49045
2120,"PZ","06","342d","CDI","O","C","ct_8",2176,"tr_6",57090
2125,"QA","06","344d","CDI","O","C","ct_9",1872,"tr_4",59309
2135,"HZ","06","466a","AUT","O","P","ct_5",1715,"tr_6",47406
2138,"GZ","77","374a","CDI","O","C","ct_9",1820,"tr_6",32280
2139,"NZ","06","541b","CDD","O","Y","ct_9",360,"tr_2",15598
2141,"GZ","06","462b","CDI","O","C","ct_9",1478,"tr_3",24039
2149,"QB","06","434a","CDI","O","C","ct_8",1820,"tr_3",31012
2151,"JC","06","388a","CDI","O","P","ct_9",1509,"tr_5",31911
2152,"LZ","06","463e","CDD","O","C","ct_9",541,"tr_1",12370
2155,"NZ","75","546b","CDI","O","C","ct_9",1085,"tr_3",14061
2160,"LZ","06","463e","CDI","O","C","ct_9",1819,"tr_1",42469
2161,"NZ","06","543g","CDI","O","C","ct_8",1865,"tr_3",27399
2162,"CL","06","384a","CDI","O","P","ct_9",1414,"tr_6",35217
2175,"OZ","06","461f","CDI","O","C","ct_1",1788,"tr_4",23554
2178,"QB","06","526a","CDI","O","C","ct_9",1436,"tr_4",19736
